,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,make_code
60122,14.8,37.2,0.0,6.2,4.5,15,41.0,11,15,2.0,7.0,81.0,19.0,1007.1,1002.3,7.0,7.0,18.5,35.6,0,0,0
127244,11.9,29.7,0.0,6.4,9.8,6,43.0,6,9,17.0,22.0,47.0,49.0,1005.9,1001.2,3.0,6.0,18.3,22.9,0,0,0
9312,18.1,31.0,0.0,5.8,13.0,4,46.0,10,4,2.0,17.0,52.0,63.0,1014.2,1012.3,2.0,3.0,27.4,28.2,0,0,0
39200,16.8,39.8,0.0,8.6,11.6,7,31.0,5,7,6.0,11.0,74.0,21.0,1013.3,1009.1,3.0,1.0,26.0,38.5,0,0,0
115084,16.9,30.9,0.0,9.6,13.1,0,43.0,0,15,28.0,28.0,41.0,33.0,1015.5,1011.3,0.0,1.0,22.6,29.9,0,0,0
115449,16.0,33.6,0.0,8.0,7.4,13,33.0,2,13,6.0,20.0,35.0,34.0,1007.9,1007.9,5.0,5.0,29.0,30.2,0,0,0
133672,18.6,38.6,0.0,14.0,12.9,9,46.0,2,2,15.0,26.0,23.0,19.0,1007.7,1004.6,1.0,6.0,31.8,38.0,0,0,0
68931,17.9,34.6,0.0,9.4,13.0,10,28.0,8,8,13.0,9.0,69.0,36.0,1012.6,1010.8,3.0,1.0,21.0,32.8,0,0,0
76502,16.0,28.0,0.0,7.2,5.5,12,30.0,11,12,6.0,13.0,82.0,61.0,1015.3,1011.9,8.0,1.0,17.8,26.3,0,0,0
97728,9.6,23.0,0.0,5.4,13.2,9,41.0,9,8,28.0,28.0,64.0,55.0,1016.7,1014.7,3.0,0.0,17.1,22.0,0,0,0
82621,18.9,29.4,0.0,6.4,12.5,10,39.0,8,2,9.0,20.0,54.0,48.0,1012.9,1011.7,3.0,4.0,26.7,27.8,0,0,0
36590,18.6,36.2,0.0,8.6,10.1,15,65.0,0,15,15.0,13.0,48.0,26.0,1013.5,1010.0,1.0,3.0,26.5,34.7,0,1,1
60487,16.5,22.1,0.4,6.8,0.1,2,50.0,4,2,4.0,35.0,94.0,81.0,1017.0,1014.7,8.0,8.0,18.3,20.5,0,0,0
118642,18.2,33.2,0.0,8.0,7.4,11,31.0,11,12,6.0,17.0,42.0,29.0,1007.9,1008.2,5.0,5.0,27.8,30.7,0,1,1
63487,14.4,27.1,0.0,7.2,5.5,10,35.0,13,12,11.0,9.0,85.0,63.0,1015.6,1012.4,8.0,1.0,16.5,24.4,0,0,0
39550,14.8,29.5,0.0,7.8,12.8,9,37.0,1,2,13.0,30.0,64.0,44.0,1016.1,1015.1,1.0,2.0,24.9,27.8,0,0,0
100726,13.6,30.9,0.0,8.2,13.1,9,48.0,2,0,13.0,13.0,50.0,29.0,1014.0,1011.7,1.0,1.0,19.6,29.9,0,0,0
73506,13.0,19.5,0.0,5.4,13.2,9,41.0,9,8,22.0,19.0,71.0,69.0,1017.7,1015.8,6.0,5.0,15.5,17.9,0,0,0
12631,17.8,34.4,0.0,13.2,10.6,9,37.0,3,8,15.0,9.0,56.0,25.0,1013.6,1010.2,2.0,5.0,24.1,31.7,0,0,0
33585,20.6,30.0,0.0,10.2,11.7,0,39.0,4,1,22.0,22.0,59.0,35.0,1016.4,1015.1,4.0,3.0,25.1,28.4,0,0,0
9677,16.4,27.6,0.2,5.4,7.5,8,35.0,11,8,11.0,20.0,87.0,65.0,1015.1,1014.3,7.0,7.0,20.7,25.8,0,1,1
45528,16.0,31.2,0.0,5.4,10.9,2,39.0,0,3,15.0,15.0,54.0,41.0,1015.3,1012.2,2.0,6.0,23.8,27.4,0,1,1
82952,21.1,29.6,0.0,8.0,9.7,1,37.0,2,2,13.0,11.0,58.0,56.0,1014.3,1012.3,7.0,7.0,26.9,28.1,0,0,0
60822,18.4,24.3,0.0,4.2,8.5,0,54.0,0,0,30.0,37.0,77.0,56.0,1023.9,1023.0,7.0,3.0,19.4,23.4,0,0,0
36925,18.0,30.3,0.0,11.4,13.4,0,48.0,0,1,26.0,20.0,48.0,27.0,1019.7,1017.9,1.0,2.0,23.1,28.9,0,0,0
115784,23.0,29.1,0.0,9.6,10.6,15,39.0,13,12,13.0,26.0,68.0,59.0,1010.7,1010.4,5.0,3.0,25.9,27.7,0,0,0
73838,16.0,27.5,0.0,7.2,13.1,0,43.0,0,2,20.0,20.0,85.0,57.0,1018.1,1016.7,1.0,1.0,19.4,26.4,0,0,0
21703,19.1,25.5,0.0,5.0,9.6,0,30.0,9,2,17.0,17.0,77.0,69.0,1014.9,1013.5,4.0,4.0,22.7,24.6,0,0,0
101061,18.3,36.0,0.0,8.0,12.6,0,44.0,0,4,19.0,11.0,53.0,15.0,1014.8,1012.4,5.0,6.0,24.2,34.7,0,0,0
76837,14.9,32.9,0.0,4.4,13.1,2,35.0,0,0,6.0,11.0,76.0,37.0,1020.7,1018.0,1.0,1.0,20.3,31.5,0,0,0
118977,23.4,28.8,0.0,9.6,10.6,11,35.0,15,11,9.0,19.0,73.0,70.0,1010.4,1010.1,5.0,3.0,25.0,25.4,0,0,0
98063,13.5,36.1,0.0,7.2,13.1,8,43.0,1,1,19.0,11.0,65.0,23.0,1017.1,1014.5,0.0,3.0,22.3,35.3,0,0,0
12963,19.3,31.7,0.0,9.4,12.2,2,57.0,2,2,20.0,17.0,51.0,35.0,1015.2,1012.2,4.0,6.0,23.9,29.6,0,0,0
91939,24.9,31.2,0.0,8.0,12.1,4,39.0,2,1,20.0,30.0,71.0,67.0,1010.0,1007.5,4.0,3.0,28.9,30.4,0,1,1
63822,14.2,33.3,0.0,4.4,13.1,9,43.0,1,2,6.0,22.0,76.0,34.0,1020.8,1018.1,1.0,1.0,20.1,31.5,0,0,0
10012,19.7,26.4,0.0,5.0,5.4,8,50.0,12,8,28.0,31.0,66.0,72.0,1016.3,1015.8,7.0,7.0,23.0,25.5,0,1,1
69266,20.0,37.1,0.0,10.0,10.3,1,48.0,1,1,19.0,19.0,49.0,24.0,1015.5,1013.6,2.0,3.0,27.8,35.5,0,0,0
37260,17.9,37.6,0.0,10.0,13.4,15,54.0,5,7,7.0,28.0,43.0,5.0,1008.7,1006.2,1.0,1.0,26.7,36.6,0,0,0
64157,15.3,24.8,0.0,8.0,9.4,9,41.0,12,2,17.0,28.0,67.0,37.0,1012.1,1012.1,7.0,2.0,16.6,23.4,0,0,0
137526,27.9,33.1,1.4,7.4,9.8,13,54.0,13,15,30.0,37.0,74.0,61.0,1008.2,1005.9,7.0,6.0,30.3,32.4,1,0,0
13289,22.9,34.8,0.4,10.6,7.5,8,50.0,5,5,22.0,9.0,64.0,39.0,1010.8,1007.6,6.0,7.0,26.0,33.1,0,1,1
116119,18.0,36.1,0.0,10.8,13.1,0,48.0,0,12,15.0,17.0,44.0,14.0,1012.8,1008.3,1.0,0.0,24.0,35.7,0,0,0
101396,11.6,29.5,0.0,10.6,13.2,9,39.0,2,12,13.0,19.0,60.0,31.0,1014.3,1012.9,1.0,1.0,18.0,28.0,0,0,0
31250,20.9,29.6,0.0,7.4,7.3,8,52.0,5,4,17.0,17.0,63.0,63.0,1010.4,1007.4,2.0,7.0,26.5,26.5,0,0,0
119312,18.1,35.7,0.0,10.8,13.1,9,35.0,0,12,11.0,15.0,50.0,31.0,1012.8,1008.5,1.0,0.0,24.1,33.8,0,0,0
61157,16.3,25.3,0.0,7.8,8.8,2,43.0,15,2,11.0,24.0,72.0,47.0,1011.5,1011.0,8.0,1.0,17.2,23.9,0,0,0
69601,15.5,33.6,0.0,13.2,13.4,12,37.0,8,11,17.0,15.0,57.0,11.0,1012.7,1010.8,0.0,0.0,18.8,31.4,0,0,0
34255,21.5,32.2,0.0,7.4,7.3,8,63.0,3,4,17.0,35.0,60.0,57.0,1010.4,1007.2,2.0,7.0,26.7,27.7,0,0,0
67221,17.9,26.3,0.0,8.0,9.4,9,41.0,12,2,17.0,28.0,61.0,35.0,1011.8,1012.1,7.0,2.0,19.2,24.1,0,0,0
134342,26.5,40.8,0.0,12.8,12.9,10,50.0,2,9,26.0,26.0,23.0,15.0,1006.2,1003.4,1.0,6.0,34.8,40.0,0,0,0
77172,17.1,25.8,0.0,8.0,9.4,8,35.0,8,8,11.0,19.0,67.0,34.0,1011.8,1012.3,7.0,2.0,17.5,23.9,0,0,0
98398,8.5,24.6,0.0,6.2,9.7,15,56.0,12,12,22.0,24.0,59.0,46.0,1013.5,1013.9,2.0,7.0,19.3,22.8,0,0,0
92611,25.8,33.0,0.0,10.8,12.3,1,39.0,0,4,19.0,33.0,58.0,53.0,1010.7,1008.4,4.0,2.0,30.0,32.2,0,0,0
134679,24.6,38.9,0.0,9.0,7.9,3,35.0,6,5,7.0,15.0,41.0,25.0,1007.4,1004.4,7.0,6.0,30.8,36.3,0,0,0
116456,23.4,37.1,0.0,11.0,13.0,9,56.0,1,2,26.0,30.0,41.0,24.0,1007.3,1003.3,1.0,4.0,30.1,36.4,0,0,0
77509,15.6,26.1,0.0,7.2,11.5,11,39.0,8,8,13.0,13.0,63.0,33.0,1020.9,1019.9,6.0,0.0,15.9,24.5,0,0,0
22375,19.8,25.8,0.0,5.4,7.0,14,26.0,14,13,15.0,15.0,72.0,72.0,1016.7,1016.6,4.0,7.0,23.7,24.9,0,0,0
40331,22.2,25.6,1.0,3.8,0.1,9,50.0,10,9,26.0,31.0,71.0,59.0,1016.6,1018.8,8.0,8.0,24.2,23.7,0,0,0
61494,14.3,22.5,0.0,7.0,12.6,2,46.0,11,2,22.0,20.0,53.0,41.0,1021.7,1021.1,2.0,0.0,17.5,21.3,0,0,0
86643,23.6,32.1,0.0,6.4,10.0,9,37.0,10,0,13.0,24.0,65.0,44.0,1010.1,1008.1,3.0,7.0,28.6,31.2,0,1,1
69937,15.4,29.6,0.0,12.0,8.7,9,33.0,9,10,22.0,19.0,55.0,25.0,1018.7,1017.2,7.0,7.0,17.4,27.0,0,0,0
37597,14.9,34.2,0.0,11.4,12.5,1,44.0,0,4,24.0,11.0,51.0,25.0,1015.4,1013.7,0.0,2.0,23.5,31.9,0,0,0
83622,25.5,35.3,0.0,10.0,8.2,0,33.0,8,0,6.0,15.0,55.0,54.0,1011.4,1010.6,5.0,3.0,31.0,33.4,0,1,1
64494,14.1,23.4,0.2,7.2,11.5,10,41.0,10,8,31.0,24.0,59.0,36.0,1020.9,1020.4,6.0,0.0,16.4,22.4,0,0,0
101731,12.5,27.2,0.0,8.4,5.4,9,50.0,1,2,19.0,17.0,65.0,31.0,1019.5,1018.3,7.0,6.0,15.2,23.3,0,0,0
67482,16.2,24.3,0.0,7.2,11.5,10,41.0,10,8,31.0,24.0,53.0,37.0,1021.0,1020.4,5.0,0.0,18.1,23.3,0,0,0
98735,11.7,24.8,0.0,5.8,9.4,10,39.0,10,10,20.0,26.0,69.0,39.0,1022.6,1020.8,7.0,0.0,16.8,24.2,0,0,0
119649,23.8,37.2,0.0,11.0,13.0,9,39.0,1,9,19.0,17.0,48.0,29.0,1007.3,1003.3,1.0,4.0,29.7,35.9,0,0,0
120014,22.6,29.0,0.0,10.6,6.2,12,35.0,9,12,13.0,20.0,63.0,51.0,1016.8,1015.1,7.0,7.0,23.6,25.4,0,0,0
83983,23.2,28.6,1.0,9.2,2.1,1,31.0,2,0,7.0,13.0,67.0,77.0,1009.6,1008.0,8.0,8.0,27.6,26.4,0,1,1
128977,19.4,24.7,0.0,5.2,1.4,7,48.0,3,2,9.0,13.0,65.0,84.0,1008.8,1007.1,7.0,7.0,21.7,17.5,0,1,1
37962,20.0,31.9,0.0,6.0,11.9,0,31.0,1,10,24.0,11.0,57.0,43.0,1012.3,1008.6,4.0,3.0,24.7,29.7,0,0,0
135044,16.0,34.2,0.0,13.4,13.0,10,33.0,9,0,20.0,19.0,31.0,26.0,1007.4,1003.7,1.0,1.0,27.0,32.1,0,0,0
34957,22.3,29.3,0.0,8.4,11.7,1,41.0,5,1,13.0,26.0,62.0,53.0,1014.5,1011.9,5.0,1.0,25.9,28.0,0,0,0
105092,17.9,36.8,0.0,11.0,12.6,10,46.0,9,15,28.0,9.0,59.0,24.0,1009.1,1006.0,0.0,0.0,22.9,34.2,0,0,0
116821,22.2,30.6,0.0,10.6,6.2,13,37.0,2,15,15.0,24.0,58.0,42.0,1016.7,1014.7,7.0,7.0,23.9,27.8,0,0,0
70302,20.3,37.0,0.0,10.2,13.3,3,37.0,9,1,13.0,15.0,53.0,25.0,1010.1,1006.2,0.0,4.0,25.3,35.4,0,0,0
31948,22.5,28.3,0.2,8.4,11.7,1,37.0,2,0,9.0,19.0,68.0,58.0,1014.5,1012.1,5.0,1.0,26.4,27.5,0,0,0
74870,13.0,23.7,0.2,4.0,9.9,15,43.0,5,15,19.0,31.0,83.0,74.0,1010.2,1009.9,1.0,7.0,16.7,18.8,0,0,0
138228,28.3,32.7,0.0,6.8,8.5,14,54.0,13,14,26.0,39.0,77.0,70.0,1007.8,1004.9,7.0,5.0,30.0,31.9,0,1,1
77874,19.0,37.0,0.0,11.4,10.0,12,41.0,5,7,6.0,17.0,85.0,25.0,1012.0,1006.2,2.0,6.0,20.7,35.6,0,0,0
102096,13.0,34.7,0.0,5.7,12.6,12,43.0,1,15,11.0,24.0,55.0,28.0,1010.9,1007.0,1.0,2.0,21.7,33.2,0,0,0
99100,12.7,28.3,0.0,4.0,9.9,12,48.0,4,12,17.0,22.0,68.0,52.0,1010.1,1009.0,1.0,3.0,19.4,22.9,0,0,0
38327,20.3,26.0,0.4,7.8,0.6,12,26.0,1,7,11.0,2.0,58.0,91.0,1009.1,1007.5,7.0,8.0,25.9,21.8,0,1,1
117186,16.5,30.4,0.0,8.2,13.1,1,39.0,0,12,24.0,28.0,46.0,38.0,1018.2,1014.8,1.0,1.0,22.3,28.1,0,0,0
93341,23.7,31.5,0.0,11.0,12.1,4,35.0,2,1,17.0,28.0,53.0,50.0,1014.2,1010.2,3.0,1.0,29.1,30.4,0,0,0
87370,24.4,32.4,0.0,6.8,8.1,0,37.0,8,2,15.0,20.0,83.0,59.0,1013.5,1009.6,8.0,1.0,27.0,30.8,0,0,0
129341,12.5,23.9,0.0,8.6,12.3,9,39.0,3,2,9.0,19.0,53.0,40.0,1008.2,1005.0,2.0,7.0,18.1,22.6,0,0,0
65224,16.5,23.7,0.6,2.8,2.0,12,56.0,11,5,15.0,17.0,90.0,91.0,1010.8,1008.4,8.0,8.0,18.1,20.1,0,1,1
84341,21.3,32.7,0.0,10.8,11.7,4,28.0,7,4,6.0,11.0,48.0,52.0,1014.7,1010.5,5.0,6.0,27.8,30.3,0,0,0
78237,16.6,22.4,1.4,2.8,2.0,13,43.0,11,1,17.0,9.0,100.0,100.0,1010.6,1008.1,8.0,8.0,17.7,19.3,1,1,1
120379,16.7,28.9,0.0,8.2,13.1,12,35.0,1,11,13.0,19.0,51.0,49.0,1018.2,1015.1,1.0,1.0,22.1,26.2,0,0,0
78598,10.3,31.4,0.0,5.8,13.2,11,26.0,2,15,6.0,9.0,79.0,36.0,1016.6,1012.0,1.0,0.0,16.8,29.9,0,0,0
65590,10.9,30.1,0.0,5.8,13.2,9,33.0,10,0,9.0,9.0,75.0,42.0,1016.4,1012.2,1.0,0.0,17.2,29.0,0,0,0
68025,12.7,29.6,0.0,5.8,13.2,11,24.0,10,8,2.0,11.0,67.0,53.0,1016.6,1012.5,1.0,0.0,17.8,25.9,0,0,0
120745,16.8,24.4,0.0,9.2,13.0,11,46.0,11,12,15.0,22.0,61.0,48.0,1010.1,1010.7,1.0,1.0,22.2,23.1,0,0,0
35687,19.7,27.2,0.0,9.1,10.7,1,44.0,8,1,13.0,28.0,67.0,47.0,1017.9,1015.6,1.0,4.0,21.8,26.5,0,0,0
117552,15.8,26.3,0.0,9.2,13.0,12,52.0,8,12,28.0,28.0,56.0,37.0,1010.1,1010.5,1.0,1.0,21.9,24.8,0,0,0
32679,20.4,26.5,0.0,9.1,10.7,1,39.0,4,0,4.0,22.0,50.0,50.0,1017.9,1015.8,1.0,4.0,23.8,26.0,0,0,0
129707,11.7,23.9,0.0,6.2,11.9,7,39.0,3,2,17.0,26.0,98.0,98.0,1013.6,1011.7,1.0,1.0,19.2,21.5,0,0,0
100028,12.8,30.7,0.0,7.8,12.4,9,39.0,0,13,17.0,11.0,64.0,19.0,1016.7,1012.8,0.0,1.0,16.9,27.9,0,0,0
35891,19.0,33.2,0.0,10.4,12.4,1,54.0,1,7,28.0,9.0,49.0,22.0,1015.4,1012.5,0.0,1.0,22.2,30.9,0,0,0
65981,16.9,25.5,0.0,6.4,10.1,10,35.0,10,10,13.0,19.0,71.0,57.0,1017.8,1014.5,7.0,1.0,18.1,23.1,0,0,0
72808,14.8,21.7,0.0,2.2,12.5,2,33.0,2,9,17.0,19.0,61.0,47.0,1018.5,1015.2,6.0,3.0,15.9,21.5,0,0,0
75804,16.0,27.2,0.0,6.4,10.1,11,31.0,8,12,11.0,22.0,75.0,50.0,1017.5,1013.8,7.0,1.0,17.7,25.3,0,0,0
5991,17.2,34.3,0.0,10.2,12.4,14,39.0,0,6,15.0,9.0,52.0,19.0,1013.3,1011.2,0.0,2.0,22.3,32.3,0,0,0
117943,20.7,29.6,0.0,11.8,10.9,12,44.0,8,11,17.0,24.0,58.0,47.0,1012.3,1010.7,5.0,1.0,21.7,27.9,0,0,0
59788,11.6,24.3,0.0,5.0,10.3,0,46.0,1,0,11.0,35.0,93.0,53.0,1018.2,1015.8,7.0,3.0,16.6,23.8,0,0,0
114750,20.0,31.7,0.0,11.8,10.9,15,41.0,11,15,26.0,26.0,56.0,40.0,1012.5,1010.4,5.0,1.0,21.8,30.4,0,0,0
62788,16.1,26.4,0.0,6.4,10.1,10,35.0,10,10,13.0,19.0,73.0,46.0,1017.6,1014.0,7.0,1.0,17.4,25.0,0,0,0
68232,13.8,30.9,0.0,9.2,12.0,10,33.0,9,14,13.0,11.0,63.0,22.0,1016.5,1013.5,0.0,1.0,17.4,28.8,0,0,0
103030,16.9,34.7,0.0,11.4,12.5,9,35.0,2,15,19.0,6.0,39.0,12.0,1014.5,1011.3,0.0,0.0,22.2,32.6,0,0,0
38867,15.9,26.0,1.0,3.6,11.9,2,33.0,2,2,17.0,22.0,74.0,61.0,1017.4,1016.4,3.0,2.0,22.9,25.3,0,0,0
11932,19.8,32.6,0.0,6.6,12.3,1,41.0,1,1,20.0,9.0,67.0,40.0,1013.9,1012.1,1.0,3.0,24.0,31.0,0,0,0
97029,10.0,27.3,0.0,2.2,12.5,11,41.0,2,9,19.0,15.0,57.0,27.0,1018.1,1013.6,1.0,1.0,17.1,26.1,0,0,0
126910,9.9,18.9,0.0,3.8,12.0,12,37.0,6,9,6.0,22.0,57.0,45.0,1020.5,1018.4,3.0,1.0,14.5,18.2,0,0,0
9343,21.2,29.6,0.0,5.2,11.8,4,50.0,6,4,20.0,33.0,65.0,63.0,1018.4,1015.3,1.0,1.0,26.2,27.5,0,0,0
82291,20.3,31.0,0.2,7.0,10.6,9,48.0,11,1,7.0,15.0,64.0,66.0,1019.2,1015.6,6.0,3.0,27.0,29.3,0,0,0
91271,25.2,31.4,0.2,7.6,11.1,1,41.0,2,1,15.0,30.0,74.0,67.0,1014.4,1011.7,7.0,3.0,29.1,30.2,0,0,0
133338,25.0,38.8,0.0,11.4,10.5,8,67.0,5,9,20.0,24.0,42.0,17.0,1011.0,1007.1,5.0,5.0,31.9,37.5,0,0,0
39231,18.0,37.3,0.0,8.4,11.5,7,39.0,7,14,15.0,24.0,62.0,24.0,1016.2,1012.5,0.0,2.0,25.8,36.0,0,0,0
73173,12.0,19.6,0.0,5.6,5.5,14,70.0,6,14,20.0,31.0,80.0,86.0,1011.5,1012.5,4.0,8.0,15.9,15.7,0,1,1
127275,13.6,24.2,0.0,7.8,6.2,6,48.0,3,5,17.0,20.0,50.0,37.0,1008.1,1000.5,3.0,7.0,17.4,22.2,0,1,1
33251,23.1,37.3,0.0,9.4,11.9,4,41.0,7,6,11.0,15.0,52.0,25.0,1015.3,1011.0,0.0,3.0,28.0,36.6,0,0,0
97394,11.1,22.7,0.0,5.6,5.5,14,72.0,7,13,22.0,28.0,74.0,86.0,1012.7,1013.8,1.0,7.0,17.3,16.9,0,1,1
100392,17.0,24.6,0.2,11.0,11.2,12,46.0,12,15,15.0,26.0,71.0,41.0,1016.3,1016.4,7.0,5.0,18.3,23.2,0,0,0
118308,18.2,33.5,0.0,9.2,12.1,12,39.0,0,11,15.0,11.0,43.0,28.0,1018.6,1014.6,3.0,4.0,23.1,33.1,0,0,0
115115,18.3,34.3,0.0,9.2,12.1,0,48.0,0,2,33.0,13.0,40.0,23.0,1019.0,1014.6,3.0,4.0,23.4,33.0,0,0,0
76169,17.6,29.5,0.6,7.0,9.3,12,67.0,13,11,7.0,19.0,97.0,37.0,1012.2,1009.0,7.0,5.0,18.4,27.3,0,0,0
12297,21.7,35.1,0.0,4.2,11.4,5,37.0,5,6,28.0,17.0,63.0,25.0,1018.6,1014.5,1.0,4.0,24.7,34.0,0,0,0
36621,10.3,25.6,0.0,6.2,12.1,9,28.0,9,9,15.0,17.0,56.0,41.0,1020.8,1019.8,1.0,5.0,16.3,24.6,0,0,0
103753,16.0,28.9,0.0,10.4,8.2,2,44.0,2,2,28.0,20.0,51.0,26.0,1019.7,1017.7,7.0,3.0,18.9,27.1,0,0,0
115480,20.3,36.7,0.0,12.4,12.2,1,59.0,1,1,31.0,33.0,43.0,16.0,1010.6,1005.6,1.0,2.0,25.2,35.8,0,0,0
39579,18.4,24.2,1.2,5.6,3.2,9,48.0,10,2,28.0,15.0,45.0,57.0,1020.8,1021.4,7.0,7.0,21.5,21.6,1,1,1
45559,9.7,22.6,0.0,7.0,11.6,10,31.0,10,9,17.0,9.0,51.0,33.0,1021.8,1020.2,1.0,3.0,13.1,21.0,0,0,0
73535,12.0,17.8,0.2,3.4,7.7,11,46.0,9,10,9.0,17.0,71.0,63.0,1027.3,1026.9,8.0,7.0,14.3,16.9,0,0,0
63518,12.0,19.1,0.0,4.6,4.1,8,43.0,9,8,13.0,24.0,62.0,54.0,1025.6,1025.5,7.0,6.0,14.3,18.4,0,0,0
97759,11.7,20.5,0.0,3.4,7.7,10,37.0,10,9,9.0,24.0,70.0,58.0,1027.4,1025.7,7.0,4.0,14.6,19.2,0,0,0
118673,21.2,36.2,0.0,12.4,12.2,1,43.0,1,2,17.0,17.0,46.0,18.0,1010.4,1005.3,1.0,2.0,25.2,35.9,0,0,0
12662,20.5,33.7,0.0,13.0,11.6,2,48.0,2,2,24.0,13.0,48.0,33.0,1013.8,1012.2,3.0,2.0,24.8,30.8,0,0,0
133703,19.2,30.1,0.0,9.2,11.7,10,48.0,2,2,22.0,19.0,47.0,37.0,1012.4,1009.2,7.0,8.0,22.7,29.2,0,0,0
33616,19.4,20.6,0.0,9.0,3.2,8,56.0,8,8,26.0,22.0,58.0,68.0,1022.1,1022.9,7.0,7.0,19.8,19.3,0,0,0
91635,26.5,31.9,0.0,6.0,4.5,1,37.0,3,1,7.0,19.0,67.0,73.0,1007.4,1006.2,7.0,7.0,29.8,29.6,0,1,1
60518,9.1,21.8,0.8,3.6,8.2,0,28.0,14,7,17.0,13.0,68.0,45.0,1025.6,1024.4,7.0,4.0,13.6,20.4,0,0,0
68962,10.5,25.6,0.0,7.6,12.2,9,46.0,10,10,20.0,20.0,67.0,31.0,1023.2,1020.9,0.0,0.0,13.6,23.7,0,0,0
66705,13.9,21.3,0.2,4.6,4.1,8,43.0,9,8,13.0,24.0,58.0,47.0,1025.7,1025.3,7.0,5.0,15.6,21.0,0,0,0
136887,24.6,31.2,0.4,6.4,3.0,12,37.0,13,11,15.0,17.0,76.0,87.0,1008.5,1006.0,7.0,7.0,27.6,27.6,0,0,0
76533,11.2,20.3,0.4,4.6,4.1,8,35.0,9,8,6.0,13.0,73.0,54.0,1025.8,1025.0,7.0,6.0,13.8,19.3,0,0,0
100757,10.3,23.4,0.0,4.8,12.4,2,41.0,2,9,26.0,22.0,69.0,39.0,1023.2,1021.6,2.0,1.0,13.0,21.4,0,0,0
115815,18.6,37.9,0.0,9.4,12.4,15,35.0,11,13,2.0,19.0,41.0,33.0,1009.6,1006.0,0.0,1.0,30.6,36.4,0,0,0
63853,11.6,25.8,0.0,3.4,12.6,10,33.0,15,8,13.0,19.0,81.0,49.0,1016.1,1015.8,3.0,1.0,16.1,23.3,0,0,0
66980,14.7,26.1,0.0,3.4,12.6,10,33.0,15,8,13.0,19.0,71.0,51.0,1015.9,1015.5,3.0,1.0,18.1,24.5,0,0,0
69297,15.4,32.4,0.0,8.4,12.1,11,31.0,9,8,15.0,13.0,61.0,21.0,1014.8,1013.8,1.0,1.0,19.9,30.7,0,0,0
10043,19.8,25.9,0.4,5.0,6.5,12,30.0,12,2,13.0,11.0,68.0,66.0,1014.2,1013.6,6.0,7.0,22.6,25.0,0,0,0
21734,23.1,26.7,0.0,7.2,8.5,5,39.0,5,3,20.0,15.0,88.0,83.0,1014.5,1014.0,7.0,7.0,24.4,26.1,0,1,1
137222,25.8,29.2,0.4,4.8,0.3,6,24.0,13,6,9.0,7.0,79.0,92.0,1008.6,1006.5,7.0,8.0,28.9,25.8,0,1,1
101092,13.4,30.1,0.0,7.2,12.2,9,43.0,2,1,15.0,9.0,68.0,23.0,1016.6,1014.6,0.0,2.0,17.9,28.1,0,0,0
45886,12.9,24.6,0.0,9.4,6.8,10,39.0,9,5,7.0,13.0,75.0,52.0,1015.9,1013.8,5.0,8.0,16.0,22.3,0,0,0
86003,23.0,31.3,1.2,3.0,7.4,1,33.0,13,1,2.0,19.0,83.0,70.0,1010.8,1008.1,6.0,3.0,26.4,29.9,1,0,0
119008,20.0,36.1,0.0,9.4,12.4,13,30.0,9,14,2.0,13.0,45.0,38.0,1009.1,1005.7,0.0,1.0,30.1,33.8,0,0,0
36956,14.7,29.2,0.0,6.6,10.5,7,48.0,0,6,13.0,9.0,66.0,38.0,1014.7,1012.8,7.0,4.0,19.1,27.0,0,0,0
33951,17.3,24.0,0.0,7.0,10.7,12,37.0,15,10,15.0,28.0,71.0,69.0,1016.2,1015.6,7.0,6.0,20.0,22.6,0,0,0
104088,17.2,34.5,0.0,12.8,12.5,10,50.0,10,2,15.0,11.0,60.0,25.0,1013.7,1011.9,0.0,3.0,20.7,31.7,0,0,0
73869,15.0,22.4,0.0,4.6,11.3,8,30.0,2,9,15.0,13.0,74.0,61.0,1018.0,1016.8,7.0,4.0,17.7,20.8,0,0,0
91970,24.9,33.7,0.0,5.2,10.9,3,37.0,5,5,9.0,26.0,67.0,69.0,1010.5,1008.0,4.0,6.0,29.8,29.7,0,0,0
98094,11.7,26.6,0.0,4.6,11.3,11,37.0,9,8,15.0,13.0,73.0,48.0,1018.0,1015.7,2.0,5.0,18.2,24.4,0,0,0
76868,11.3,27.7,0.0,3.4,12.6,11,33.0,0,12,6.0,17.0,84.0,48.0,1016.2,1015.3,3.0,1.0,16.1,25.3,0,0,0
82982,22.9,29.5,0.2,5.4,9.5,2,33.0,10,0,11.0,15.0,64.0,62.0,1013.7,1011.9,2.0,7.0,26.5,27.5,0,1,1
101762,10.7,21.8,0.0,5.4,9.8,9,43.0,9,10,22.0,20.0,72.0,43.0,1025.5,1022.7,7.0,1.0,12.4,20.6,0,0,0
37628,10.8,29.7,0.0,7.8,12.7,1,30.0,2,9,7.0,11.0,65.0,26.0,1019.3,1016.9,0.0,0.0,17.8,27.8,0,0,0
